Structure [idcode]	m	Value	Unit	Type	Ligand Efficiency	Binding Efficiency	Surface Efficiency	Assay Category	Assay Organism	Target Name	Target Organism	Target Description	Sequence Accession	Reference	Pubmed ID	DOI	pValue	Ring Systems [idcode]	Ring Systems 3 [idcode]	Murcko Frequency	Row-ID	Neighbor Similarity SkelSpheres 88%	Neighbor Count	Neighbor	Neighbor Analysis X	Neighbor Analysis Y	SALI pValue/SkelSpheres	Smiles	
eeW^LD@BJFIKlQTlf`HbpHrJJIKJIQJJQZHsIjIKJIKL\^UCGPh|bpDEAP@lPUEUUUTAP@@ !Bg~w_Xa}g~w@oybGvw__ympK~_xa}`Bw_[]}b@K~_w~@O{~@Oy`BH_Xa}b@Jw@h`Bg~H_X`Bg~H_Xa}g~H_X`Bg~H_Xa}g~H_P	=	15<NL>4.9<NL>2<NL>8.6<NL>8.2<NL>11<NL>34<NL>15	nM	Kd				<NL><NL><NL><NL><NL><NL><NL>	<NL><NL><NL><NL><NL><NL><NL>Homo sapiens	Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	Nat. Biotechnol. 29 (11), 1046-1051 (2011)<NL>Nat. Biotechnol. 29 (11), 1046-1051 (2011)<NL>Nat. Biotechnol. 29 (11), 1046-1051 (2011)<NL>Nat. Biotechnol. 29 (11), 1046-1051 (2011)<NL>Nat. Biotechnol. 29 (11), 1046-1051 (2011)<NL>Nat. Biotechnol. 29 (11), 1046-1051 (2011)<NL>Nat. Biotechnol. 29 (11), 1046-1051 (2011)<NL>J. Med. Chem. 56 (20), 8032-8048 (2013)	22037378<NL>22037378<NL>22037378<NL>22037378<NL>22037378<NL>22037378<NL>22037378<NL>24044867		7.908772847750488	e`R^@@@@LBJBeoldTTRQbbRRvtRVTRSGGbTVPtswpEAP@@AUUUTAP@@	e`RP@@@LdbbRRvRbRTVVaTRWBdfbUWPswuUUUUUUUUUUUP@@	3.0	277	1; 1	2	441; 158	-0.857428	0.26625532	0; 0	CC(C)S(c(cccc1)c1Nc(nc(Nc(ccc(N(CC1)CCC1N1CCN(C)CC1)c1)c1OC)nc1)c1Cl)(=O)=O	
elZVDH@LFNLc`XG`HaAYYeY^]W{W[YSQqJkkXyjXJ`fNjjjZiJ@@@ !BUXVw_[\Bg~@F]SFENw@h`BFa}eG{]}`C~@EMgmpK~_x`BTv^w_[]}`C~_{\Bb@K~@Ox@bOs~@K\Bb@K~@Hc|mp	=	17<NL>2.4<NL>1.5<NL>4.2<NL>20<NL>13<NL>78	nM	Kd	0.31<NL>0.35<NL>0.35<NL>0.34<NL>0.31<NL>0.32<NL>0.29	16.87<NL>18.72<NL>19.16<NL>18.19<NL>16.72<NL>17.12<NL>15.43	7.39<NL>8.20<NL>8.39<NL>7.97<NL>7.32<NL>7.50<NL>6.76	<NL><NL><NL><NL><NL><NL>		Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	Nat. Biotechnol. 29 (11), 1046-1051 (2011)	22037378		7.7112399014209725	fewI@@DTYLFQQJJIJHqYIZYJRkART\vi`jAbjjiJ@@	fig@@@LdbbbRRRJfbRREiSjc[vjjjjjjjjj@@	3.0	278	0.99735; 0.87918	2	545; 544	-0.4977279	-0.83578026	44.468; 4.9937	CN(C)CC(N(CC1)CCC1c(cc1)cc(C2=CCCCC2)c1NC(c1nc(C#N)c[nH]1)=O)=O.Cl	
fdeHB@NBUDDPdrnr{JtXkPXp@UK@@P@@ !B@HFB]wqH@@F@`WqH@HElY|rXXIk`EX`B`AHX`BbHJHP	=	5800	nM	IC50	0.40	20.40	12.01			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	Bioorg. Med. Chem. Lett. 22 (1), 591-596 (2012)	22104147		5.236572006437062	fhyH@@@\diJUvWYTeIJ|D@JV`@H@@	fhy@@@LdbbRRqbRxhToAjjjjjj`@@	3.0	288	0.88737; 0.88218; 0.94605; 0.95923; 0.91768	5	293; 292; 291; 290; 289	0.50378734	0.52590126	6.4107; 0.5317; 0.6657; 1.3762; 3.1313	Clc(cc1)ccc1-n1nnc(-c2ccncc2)c1	
fdeHB@FBUDDPdrmv{JtxkPXpAEK@@P@@ !B_D`@@[tH_Da|R@BAoXalY|rXXIk`EX`B`AHX`BbHJHP	=	10500	nM	IC50	0.38	19.40	11.42			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	Bioorg. Med. Chem. Lett. 22 (1), 591-596 (2012)	22104147		4.978810700930062	fhyH@@@\diJUvWYTeIJ|D@JV`@H@@	fhy@@@LdbbRRqbRxhToAjjjjjj`@@	3.0	289	0.86107; 0.87695; 0.91768	3	296; 290; 288	0.43664134	0.55967706	2.7189; 1.6387; 3.1313	Clc1cc(-n2nnc(-c3ccncc3)c2)ccc1	
fdeH@@@\diJUvWYWIRRoA@Beh@H`@@ !BMpA_{]}m{w~_{^}@[}ozn~eTr^ootwOXb_k~~oXbo`	=	6600	nM	IC50	0.39	21.93	11.88			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	Bioorg. Med. Chem. Lett. 22 (1), 591-596 (2012)	22104147		5.180456064458131	fhyH@@@\diJUvWYTeIJ|D@JV`@H@@	fhy@@@LdbbRRqbRxhToAjjjjjj`@@	3.0	290	0.94605; 0.88218; 0.88218; 0.95923; 0.87695	5	293; 292; 291; 288; 289	0.44155538	0.48710555	14.424; 0.055428; 0.17147; 1.3762; 1.6387	Cc(cc1)ccc1-n1nnc(-c2ccncc2)c1	
figy@@JF]xNR`Re]e]YU[TeEZCGhzj`@iih@H`@@ !B`k]|RH@A@@E|RHBA`k]|RH@A`HG|R@@A`g^eGxA~FAOj{wzXJVHoS_}_k}~os_}	=	10	nM	IC50	0.44	23.71	8.50		Homo sapiens	Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 55 (2), 725-734 (2012)	22221201		8.0	fa{Y@@JF]xNPIRnrnlkriJJtFK^uU@ASS@AD@@@	fa{@@@DjYU_vUyWbiZCEoZjjjjjjjj`@@	3.0	343	0.88896; 0.90243; 1; 0.88896; 0.90243	5	270; 271; 274; 341; 342	-0.33953154	0.18716268	1.9979; 0.81151; 0; 5.01; 4.4209	Nc1nc(Nc(cc2)ccc2N2CCOCC2)nn1-c1ncccc1	
ek`VH@@DG@ljn`LbbbbRRRfRQtRfRt|RrzFvNZhJBhzih@A`@@ !Bmww~_{\BbGvw__x@mww~_ympJw@hc}mvYpK]}bGw~_{}NnuS}bMKPotz{UIg@nrl_Fa|Znrl	=	1995.3	nM	Ki				other		Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888				5.699991786818318	fduH@@@PxIJVVUW]qQUmFCFZa`h@@@@@	fdu@@@LdbbbTqVRUNBtZpXuUUUUUU@@@	3.0	355		0		0.5470154	-0.80824894		CCCCN(CCC#N)C(c(cc1)cc2c1nc(-c1n[nH]c3c1cccc3)[nH]2)=O	
fci@@DXKuXLbbRbbRRfjbbtrVgVBtZ}mT@@ADD@@@@@@ !B_h@wHbBm{uH]_|k|AoxbBm{vwoTc}rOtA_s_|b@KHXbB@W}~`Da}RGuH@oyRGuH_y	=	50.12	nM	Ki				other		Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888				7.2999889469332055	fewI@@DXjLBSJsJkJvngV|UhymT@@@P@@@@@@	fig@@@DjYU[u_VUxjQgAzNjjjjjjjjj@@	3.0	358	0.93111; 0.9339	2	497; 458	-0.80730116	0.54413617	4.3549; 10.59	Cc1cccc(NC(Nc(cc2)ccc2-c(ccc2nccnc22)c2N)=O)c1	
e`RQ@H@BJFIJfak`HcHhhdlhdeELdeUDedqpyDUuTt]]@PTD@DDeUU@T@@@ !Bmww~_{\BmwvH_[]}mpJH@k]}bGw~@K\Bb@JH@k]}`C~@FAempJw@f@ZKAc~@K\B`Bw_[\BmpJw_[\B`@	=	39.81	nM	Ki				other		Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888				7.400007807434422	ekhQ@@@@LBJJfncldTTRQbbRRtrRaRXx|RbrZzvN@hJ@@@Jfj`J@@@	ekhP@@@LdbbRRvrbRaTRTrxTdtbRFfvNjjjjjjjjjjj@@@	3.0	359	0.95739; 0.93944	2	503; 366	-0.594452	0.1402846	2.3478; 5.8265	CCN(CC1)CCN1c(cc1)ccc1Nc(nc1)nc(Nc(cc2)cc3c2[nH]nc3)c1Cl	
eodZD@@DNABj`AlbbTTRRbrrRQbabRT\tLRrn^Z`XJ`HNijj@`@@ !BHc}b@C~_{|mrHTqaSYpC~@Ox_YQ|ZFa|bK_|mt@k_}mp@k_|mw~@Oymrw_x@mrwOx@	=	1584.9	nM	Ki				other		Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888				5.799998127903454	fmoH`@D\DdATfVYU]uvyUUmFCFZvhFB`@ijj@`@@	fig@@@DjU[UmU~UiqV`izNjjjjjjjjj@@	3.0	363	0.87014; 0.92389	2	521; 383	0.44672173	-0.5765164	1.5402; 6.5692	CN(C(C1CCCCC1)=O)c(cc1)cc2c1n(C)c(NC(c(cc1)ccc1C#N)=O)n2	
ehZY@@@@JFNEFniglbTTRVTRRbfRRjbRrxD|RjFZzn^xBB``@`djjhB`@@ !Bmwvw__ympJw_Xa}mwvw@h`BmwvH__x@g~H@h`BmwvH__x@XFW~_yXAhlFHa}g~wXc}g~_xa}g~w_P	=	100<NL>79.43	nM	Ki				other		Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888				7.047134956259836	ekhQ@@@@LBJJfncldTTRQbbRRtrRaRXx|RbrZzvN@hJ@@@Jfj`J@@@	ekhP@@@LdbbRRvrbRaTRTrxTdtbRFfvNjjjjjjjjjjj@@@	3.0	366	0.87498; 0.93944	2	503; 359	-0.62436676	0.20211759	3.6226; 5.8265	CCN(CC1)CCN1c(cc1)ccc1Nc(nc1)nc(Nc(cc2)cc3c2[nH]nc3)c1C#N	
fmoIB@L\TNP@cIEEDeCeDdhlmeBLxJIV}jYijB@@BjP@@ !BXAiSFFAe`AbpXKAa`FgvH_[\ZXG~pJXkaGvwFf@ZXG~@k\kaGvw_[\Bmwvw_xBmp	=	251.19	nM	Ki				other		Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888				6.5999976498509785	fa{qB@L\UH@QdbbbRarbRTVVHs`he[viffhH@@I@@@	fnk@@@LdbbRbVURRbRyhRcVjvjjjjjjjj`@@	3.0	370	0.87576; 0.91007	2	509; 387	-0.90548027	0.16333625	1.6098; 1.1119	CN(C)c1ccc(CNC(c2cc(c(-c3ccccc3)n[nH]3)c3s2)=O)cc1	
ec`V@@@@HDIemdiYUfYUUoypHBZRzJFfvZjh@@@B@ZPH@@ !BpJY}bDz@UHRSh`Bf\ASYxa}`BDUA|Zot{Rsx`Bb@JYpIg@Tv]SYvAe`@_FmKOKA`ZGv@Z	=	1584.9	nM	Ki				other		Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888				5.799998127903454	fmh@@@PQMZTljsLjjw{``ZizT\umUT@@@@PR`P@@	fm@@@LdbbRbTtVRRNfRyjR`qsVZzjjjjjjjjjh@@	3.0	377	0.9427; 0.89979	2	483; 399	0.8614153	0.26800483	0; 8.9811	Nc1n[nH]c(cc2)c1cc2-c1c(-c2ccccc2)n(Cc2ccccc2)nn1	
fmoh`@DXzNXFiLkLjok\l~gV}UlumT@@@UHQ@D@@@ !BpJYTnqi`YQ|kaER{wydZXM~YYQ}eGrnDJxS_f]~YYQ|kaA}eKF^w@oyTv^w__x@mww~_p	=	1.58	nM	Ki				other		Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888				8.80134290124944	figH`@DX[tETfUfUW~YWtzwluzMj`@@BdH@H@@	fa{@@@DjYVW]}YWfaJmyoZjjjjjjjj`@@	3.0	381	0.92739; 0.95201	2	480; 421	0.099530935	-0.7039498	6.9026; 0	Cc(cc1)ccc1NC(Nc(cc1)ccc1-c1coc2ncnc(N)c12)=O	
elVVL@@DNAFni`AclbbTTRRbrRRRVfaabRT\tLrJaQZ`XJ`JByjZj`H@@ !B@ha}b@C~_xBmpJHTqaSYpC~@Ox_YQ|ZFa|BbK\BmwtknpC~mwvw@ah_@Ozw@lBYJ{o~@K]}mpJH@ha}`BH@h`B`@	=	501.19	nM	Ki				other		Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888				6.299997600742202	fmoH`@D\DdATfVYU]uvyUUmFCFZvhFB`@ijj@`@@	fig@@@DjU[UmU~UiqV`izNjjjjjjjjj@@	3.0	383	0.90118; 0.92389	2	521; 363	0.39532113	-0.6378129	3.0359; 6.5692	CN(C(C1CCCCC1)=O)c(cc1)cc2c1n(CCC(N)=O)c(NC(c(cc1)ccc1C#N)=O)n2	
figqA@AARhDPXHRYWUnUUyVcG^bghx@Jffjh@AP@@ !B[_|mw~[]}mw~_[]gvw@k]eLXTv\_YQ|ZGqh_YUMgYQ_fUR{YQ}eGuR{	=	316.23	nM	Ki				other		Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888				6.499996916860232	fa{qB@L\UH@QdbbbRarbRTVVHs`he[viffhH@@I@@@	fnk@@@LdbbRbVURRbRyhRcVjvjjjjjjjj`@@	3.0	387	0.89162; 0.91007	2	509; 370	-0.8596343	0.13137534	2.7681; 1.1119	O=C(c1cc(c(-c2ccccc2)n[nH]2)c2s1)NCc(cc1)ccc1Cl	
fnkHB@AJtXFHdrmsvjnuS`eV]EL@Ptu@ETP@@@ !BbOrH_x@bOrHFAe`@lFAh_XAiSYvAeKF_~_yg_aBnDJyg_aBnDJuRDJ{l	=	2511.9	nM	Ki				other		Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888				5.599997670956303	fduH@@@PxIJVVUW]qQUmFCFZa`h@@@@@	fdu@@@LdbbbTqVRUNBtZpXuUUUUUU@@@	3.0	388	0.91374	1	394	0.049429566	-0.8500792	28.983	CC(C)(C)c(cc1)cc2c1nc(-c1n[nH]c(cc3)c1cc3Br)[nH]2	
ffsH@@@PxIJVVUW]vlTU[Q`qfhXJ@Bj@@@@ !BTqaSYq}eFa|_Fk_|Tv]`Y[_}mtlYymrYwxPkaBnYwxPkaBmTaBn{	=	7.94	nM	Ki				other		Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888				8.100179494443113	fduH@@@PxIJVVUW]qQUmFCFZa`h@@@@@	fdu@@@LdbbbTqVRUNBtZpXuUUUUUU@@@	3.0	394	0.91374	1	388	0.0456012	-0.90702087	28.983	CC(C)(C)c(cc1)cc2c1nc(-c1n[nH]c3c1cccc3)[nH]2	
fj}H`@L\MXCLbTRTrbRafRTZwlejj@Hi@@`@@ !BbOw~_xa}mww~_{\BmwvH__yg}`Fha}XFTZXBqgpJXkaAi`Ff@ka@	=	1995.3	nM	Ki				other		Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888				5.699991786818318	foQp@@@XidbbRatRUALyYpPTP@B@@@	foQ@@@LdbbRbVQyhRkNjjjjjh@@	3.0	398	0.88001	1	428	-0.5509272	0.7939017	0.83347	OCC(CO)Nc1ncnc2c1c(-c1ccccc1)c[nH]2	
ekhZ@H@AECEm`IAIe]f[yeUoZaaPpkijY[Z@Bfj`@@HfDH@@ !Bim}`Y[lkim~fw{lkim|kn}CM@k^ScFb@ISYxa}`BSmKOb@JH@eMgTv_~@FAetl}`FbpXFa|	=	199.53	nM	Ki				other		Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888				6.699991800103153	fmh@@@PQMZTljsLjjw{``ZizT\umUT@@@@PR`P@@	fm@@@LdbbRbTtVRRNfRyjR`qsVZzjjjjjjjjjh@@	3.0	399	0.97649; 0.89979	2	483; 377	0.8069455	0.30686495	38.289; 8.9811	Cc1n[nH]c(cc2)c1cc2-c1c(-c(cc2)ccc2F)n(Cc2ccccc2)nn1	
edZRJ@@DILc`Deg`\bbTTTRVrVbfRRfRQgDfceg`vsT@P@ELDEETt@@@@ !B\t__qaJOQwMmcpAng~w@mY{A_lE{]}mwt@[k\BmpKlEx@mwumcpAnmpKlE~pWmwumcpAnmpKlE~pWmwvw@oy	=	1000	nM	Ki				other		Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888				5.999999999999999	ffsQ@@DR@drsLkroIZ][qZmPA@@P@P@@@	fjc@@@LdbbRRbJTVVyHRgQrVjjjjjjjh@@	3.0	403		0		-0.4035284	0.8673372		CC(NCCNC(c(cc1)cc(N2)c1Nc(cc(cc1)-c(cc3)cc(OC)c3O)c1C2=O)=O)=O	
ekhVHH@NIGOFmk@ICHhheECBiddeeDefEIM@hbjemhHIbej@Jjh``@@ !B@k]}mpC~_xBmpJw_Xa}mwvw@OxBmw~_[^SYyLXG~h_Y[]}mpJw@k]}mpK~@K]}mpJw@k]}mpH	=	3.16	nM	Ki				other		Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888				8.500312905585458	feoi@@DRTVXDfVYmUw]eV\MzsdyGMjdFB`@jj`H@@	fiw@@@LdbbRRlRRRVbRXKdkNbghzjjjjjjjjj@@	3.0	409	1; 1	2	160; 182	-0.80284697	0.5728684	0; 0	CN(CC1)CCN1c(cc1)cc2c1nc(C(C(Nc1cccc(F)c11)=O)=C1N)[nH]2	
fcqb@LQGAGPAFRRFJFIQYZYJJIGS`ijM^uj``@BJA`@`@@ !BIVAZGvAZGrUDj|[@v]|{eDRkGrT_IVAZv]|{eDRkQJnpDmg_lFtLQ|[_QIQmcpC~XBU`ITRT	=	1995.3	nM	Ki				other		Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888				5.699991786818318	ffsQ@@DR@drsLkroIZ][qZmPA@@P@P@@@	fjc@@@LdbbRRbJTVVyHRgQrVjjjjjjjh@@	3.0	410	0.85214	1	447	-0.8024147	0.0977619	3.3817	CN(C)S(c(cccc1)c1-c(cc1)cc(Nc(cccc2)c2N2)c1C2=O)(=O)=O	
fmoh`@DXzNXFyEDeEDdeMUEDhmiu`u[M[U@@@QRDPA@@@ !BpJXZXER{JxQeGqi`wyeTn}~YJxPkaFT_YQ_fQi`wyeeGq}eKF^w@oyTv^w__x@mww~_p	=	1.58	nM	Ki				other		Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888				8.80134290124944	figH`@DX[tETfUfUW~YWtzwluzMj`@@BdH@H@@	fa{@@@DjYVW]}YWfaJmyoZjjjjjjjj`@@	3.0	421	0.90441; 0.90441; 0.90441; 0.94302; 0.96064; 0.96064; 0.95201; 0.94302	8	520; 519; 491; 480; 438; 11; 381; 405	0.11316448	-0.5870864	1.0282; 4.1972; 1.0709; 8.7961; 7.5918; 2.6007; 0; 10.555	Cc1cccc(NC(Nc(cc2)ccc2-c2coc3ncnc(N)c23)=O)c1	
fbmI@@BLtXFQIIQJIJFYJVcNSfj`BJP@H@@ !BbOvHHc}bOrH_ybOrHXc}ilBHHQTJxR@Sai`wydkaBnDwyd	=	1584.9	nM	Ki				other		Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888				5.799998127903454	foQp@@@XidbbRatRUALyYpPTP@B@@@	foQ@@@LdbbRbVQyhRkNjjjjjh@@	3.0	428	0.92402; 0.88001	2	494; 398	-0.5938855	0.75097716	23.69; 0.83347	OCCCNc1ncnc2c1c(-c1ccccc1)c[nH]2	
eeW^LD@BJFIKlQTlf`HbpHrJJIKJIQJJQZHsIjIKJIKL\^UCGPh|bpDEAP@lPUEUUUTAP@@ !Bg~w_Xa}g~w@oybGvw__ympK~_xa}`Bw_[]}b@K~_w~@O{~@Oy`BH_Xa}b@Jw@h`Bg~H_X`Bg~H_Xa}g~H_X`Bg~H_Xa}g~H_P	=	39.81	nM	Ki				other		Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888				7.400007807434422	e`R^@@@@LBJBeoldTTRQbbRRvtRVTRSGGbTVPtswpEAP@@AUUUTAP@@	e`RP@@@LdbbRRvRbRTVVaTRWBdfbUWPswuUUUUUUUUUUUP@@	3.0	441	1; 1	2	158; 277	-0.8623062	0.20173237	0; 0	CC(C)S(c(cccc1)c1Nc(nc(Nc(ccc(N(CC1)CCC1N1CCN(C)CC1)c1)c1OC)nc1)c1Cl)(=O)=O	
fewQ`@DR@wnQQJJJIK[ZJIQGdmNmzhvh@`@HHFJ@@@ !BDk@@gLxCCcFpA|ev\A`I[@RNyP{eDRTQIP_IV@eNySFpA|eXEh{eCnTQJoFpA|eXEh	=	630.96	nM	Ki				other		Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888				6.199998157058087	ffsQ@@DR@drsLkroIZ][qZmPA@@P@P@@@	fjc@@@LdbbRRbJTVVyHRgQrVjjjjjjjh@@	3.0	447	0.85214	1	410	-0.81087846	0.16915444	3.3817	COC(c(cccc1)c1-c(cc1)cc(Nc(cccc2)c2N2)c1C2=O)=O	
e`Z^HH@COJnmcog`@cIEEDeMhlhkEDdeLY`pIhxEyDuuMmPR@DDUHPQSPL@@@ !BGqhlFOx@mwt@eLXmpJw@`Jw@hbw_VT_@Ox@aaS@h`ZGpJHs]B@Sa|ZaERfpIg@f\CPthQTGqiN`MCRYrp	=	1258.9	nM	Ki				other		Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888				5.900008758032968	em`Z@H@COJne`@cIEEDeMhlhkEDelFAMG@oHfniejBP@`biB@`X@@@	em`P@@@LdbbbTRRjTRTQVDdTtLlrJjzfVjjjjjjjjjjh@@	3.0	451	0.9499; 0.9499	2	473; 192	0.33315402	-0.26838446	1.9961; 13.39	NC(Cn1c2cnc(N)nc2c(-c2cc(-c3cc(cccc4)c4s3)c3[nH]ncc3c2)c1)=O	
ek`ZHH@BEJami@IAIfUy~UvY{U`PJKj[XzBBFh@HH@@@@@@ !Bmww~_{\BbGvw_[]}b@Jw@ox@bGvw_X`B`BH_X`Bb@JH_X`BbGw~@Oyb@JH@ha}`BH@h`B`@	=	10	nM	Ki				other		Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888				8.0	fewI@@DXjLBSJsJkJvngV|UhymT@@@P@@@@@@	fig@@@DjYU[u_VUxjQgAzNjjjjjjjjj@@	3.0	458	0.88322; 0.9339	2	497; 358	-0.8388304	0.49098632	8.563; 10.59	Cc(cc1)cc(NC(Nc(cc2)ccc2-c(ccc2nccnc22)c2N)=O)c1F	
eod^HH@LBAGOFmk`@cIEELhddXUDeeDeeLFKGBjemjZXJ@h@JjihH@@ !BFBpZGqaS`ASYpC~mpKRs{}NKF_~@EMgTv^SmKOTv_Rs{}NTv]SY{}NTv^SmKOTv]SY}KOTv_Rs{}N	=	316.23	nM	Ki				other		Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888				6.499996916860232	fa{XB@JLUiOPAFRJIPiPjIKJIHeIJCEoZe@B`@jj``@@	fa{@@@DjYU_vUnwbiZceoZjjjjjjjj`@@	3.0	468	0.85498; 0.91635	2	525; 229	0.08220695	0.08051021	0; 15.491	CCNc1nc(C)c(-c2nc(Nc(cc3)ccc3N(CC3)CCN3C(C)=O)ncc2)s1	
eob^@H@COJnmcg`@cIEEDeMhlhkEDdeL\FAMG@oHfnimjBP@`biBBJhF@@@ !BFILZXA`lCc~Sf@C~LHtpcQhPWqfNwsBrRxSKQME@wyg|rE~YgxYnO}tH`u_O][^o}zygtOWWP`_Q[f_	=	1584.9	nM	Ki				other		Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888				5.799998127903454	em`Z@H@COJne`@cIEEDeMhlhkEDelFAMG@oHfniejBP@`biB@`X@@@	em`P@@@LdbbbTRRjTRTQVDdTtLlrJjzfVjjjjjjjjjjh@@	3.0	473	1; 0.9499	2	192; 451	0.30719286	-0.33701107	0; 1.9961	NCCn1c2cnc(N)nc2c(-c2cc(-c3cc(cccc4)c4s3)c3[nH]ncc3c2)c1	
fmoh`@DXzNXFyEDeEEDdbUEDhl[s`u[M[U@A@ARDPA@@@ !BpJXZXER{JxQeGqi`wyeTn}~YJxS@ibnDYQ}eG}~YwyeeGq}eKF^w@oyTv^w__x@mww~_p	=	5.01	nM	Ki				other		Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888				8.300162254292012	figH`@DX[tETfUfUW~YWtzwluzMj`@@BdH@H@@	fa{@@@DjYVW]}YWfaJmyoZjjjjjjjj`@@	3.0	480	0.92739; 0.94302	2	381; 421	0.1706792	-0.7210645	6.9026; 8.7961	Cc(cccc1)c1NC(Nc(cc1)ccc1-c1coc2ncnc(N)c12)=O	
ekhV@H@AECEmc`IAIe]f[yeUofaaPphYjYXz@Bfj`@@`ZDH@@ !Bim}`Y[lkim~fw{lkim|kn}CM@k^ScFb@ISYxa}`BSmKOb@JH@eMgTv]`Y_x@tl|lFAh_XAh	=	1584.9	nM	Ki				other		Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888				5.799998127903454	fmh@@@PQMZTljsLjjw{``ZizT\umUT@@@@PR`P@@	fm@@@LdbbRbTtVRRNfRyjR`qsVZzjjjjjjjjjh@@	3.0	483	0.9427; 0.97649	2	377; 399	0.8107466	0.2351738	0; 38.289	Nc1n[nH]c(cc2)c1cc2-c1c(-c(cc2)ccc2F)n(Cc2ccccc2)nn1	
fbmq@@LJtCIEDeDdhcBeqVkIsPPTTp@D@@@ !BbOvw_ybOrwHc}bOvfpK_}bOrDUBnD`DzwAi`wydkaBnDwyd	=	25.12	nM	Ki				other		Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888				7.599980350425509	foQp@@@XidbbRatRUALyYpPTP@B@@@	foQ@@@LdbbRbVQyhRkNjjjjjh@@	3.0	494	0.92402	1	428	-0.680639	0.68367815	23.69	CCCCOc1ncnc2c1c(-c1ccccc1)c[nH]2	
eodZHL@IKNekc@IABPpdLbdLRTvfTRVTTVfRDTRrfvn^j`BIh@HH@@@@@@ !BmpI}mpJHmpK~@K]}mrw@ox@mvH@ha}`BH@ox@bGvH@h`BbGvH@ha}`C~_x`Bb@JH__x@b@JH@ox@	=	100	nM	Ki				other		Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888				7.0	fewI@@DXjLBSJsJkJvngV|UhymT@@@P@@@@@@	fig@@@DjYU[u_VUxjQgAzNjjjjjjjjj@@	3.0	497	0.93111; 0.88322	2	358; 458	-0.8015095	0.51920736	4.3549; 8.563	Nc(c1nccnc1cc1)c1-c(cc1)ccc1NC(Nc1cccc(C(F)(F)F)c1)=O	
eolQ@H@BJFIJfak`HcHhhdlhdeELdeUDefNGHbnjfckhBB``@`djj`J@@@ !Bmww~_{\BmwvH_[]}mpJH@k]}bGw~@Oyb@JH@k]}bGw~@FAeg~_v@ZKAbH__ymvH_yg~H__y	=	31.62	nM	Ki				other		Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888				7.500038122877104	ekhQ@@@@LBJJfncldTTRQbbRRtrRaRXx|RbrZzvN@hJ@@@Jfj`J@@@	ekhP@@@LdbbRRvrbRaTRTrxTdtbRFfvNjjjjjjjjjjj@@@	3.0	503	0.95739; 0.87498	2	359; 366	-0.5240393	0.13782766	2.3478; 3.6226	CN(CC1)CCN1c(cc1)ccc1Nc(nc1)nc(Nc(cc2)cc3c2[nH]nc3)c1Cl	
